         3132994 function calls (3026944 primitive calls) in 45.850 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 dictobject.py:60(Status)
        3    0.000    0.000    0.000    0.000 builtins.py:457(bool_none)
        1    0.000    0.000    0.000    0.000 random.py:506(choices)
        1    0.000    0.000    0.000    0.000 yacc.py:2936(ParserReflect)
        3    0.000    0.000    0.000    0.000 imputils.py:187(user_function)
        6    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 ir.py:496(getitem)
        4    0.000    0.000    0.000    0.000 containers.py:308(<genexpr>)
        1    0.000    0.000    0.001    0.001 <__array_function__ internals>:177(take)
        4    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 misc.py:286(__init__)
        2    0.000    0.000    0.000    0.000 cgutils.py:316(__getitem__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1034(close)
        1    0.000    0.000    0.000    0.000 builtins.py:290(int_impl)
        5    0.000    0.000    0.000    0.000 byteflow.py:1181(op_LOAD_METHOD)
        1    0.000    0.000    0.000    0.000 cgutils.py:794(_scalar_pred_against_zero)
        2    0.000    0.000    0.000    0.000 pythonapi.py:200(get_env_manager)
        1    0.000    0.000    0.844    0.844 _basic.py:12(fft)
        9    0.000    0.000    0.000    0.000 npyimpl.py:45(update_indices)
        1    0.000    0.000    0.000    0.000 unicode_support.py:381(_PY_CTF)
       11    0.000    0.000    0.000    0.000 imputils.py:425(impl_ret_new_ref)
       14    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 _datasource.py:246(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 mathdecl.py:105(Math_pow)
        1    0.000    0.000    0.003    0.003 context.py:22(wrap)
       13    0.000    0.000    0.000    0.000 interpreter.py:1709(op_NOP)
        1    0.000    0.000    0.001    0.001 _datasource.py:155(open)
        1    0.000    0.000    0.000    0.000 {method 'in_dll' of '_ctypes.UnionType' objects}
        1    0.000    0.000    0.000    0.000 randomdecl.py:139(Random_randrange)
        4    0.000    0.000    0.000    0.000 scalars.py:148(__lt__)
        2    0.000    0.000    0.000    0.000 callwrapper.py:212(_simplified_return_type)
        1    0.000    0.000    0.000    0.000 models.py:363(__init__)
        6    0.000    0.000    0.000    0.000 ssa.py:297(__init__)
        2    0.000    0.000    0.000    0.000 byteflow.py:1049(_unaryop)
        1    0.000    0.000    0.000    0.000 yacc.py:285(LRParser)
        2    0.000    0.000    0.000    0.000 model.py:331(build_c_name_with_marker)
        1    0.000    0.000    0.000    0.000 listobj.py:148(ListInstance)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:52(Cmath_phase)
        1    0.000    0.000    0.000    0.000 randomdecl.py:166(Numpy_negative_binomial)
        5    0.000    0.000    0.001    0.000 interpreter.py:2487(op_BINARY_ADD)
        1    0.000    0.000    0.000    0.000 model.py:560(unknown_type)
        1    0.000    0.000    0.000    0.000 mathdecl.py:79(Math_hypot)
        8    0.000    0.000    0.000    0.000 misc.py:303(key)
        3    0.000    0.000    0.000    0.000 npyimpl.py:466(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:37(InstanceDataModel)
        1    0.000    0.000    0.000    0.000 model.py:350(__init__)
        3    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
        6    0.000    0.000    0.000    0.000 npyfuncs.py:40(<genexpr>)
        6    0.000    0.000    0.000    0.000 codegen.py:1082(is_symbol_defined)
        3    0.000    0.000    0.000    0.000 funcdesc.py:126(llvm_cfunc_wrapper_name)
        1    0.000    0.000    0.000    0.000 weakref.py:290(update)
        1    0.000    0.000    0.000    0.000 typing.py:1138(__getitem__)
        1    0.000    0.000    0.000    0.000 interpreter.py:2348(op_STORE_SUBSCR)
        8    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        2    0.000    0.000    0.000    0.000 cgutils.py:292(_get_ptr_by_index)
        2    0.000    0.000    0.000    0.000 utils.py:136(disable_on_exception)
        1    0.000    0.000    0.000    0.000 lapack.py:870(get_lapack_funcs)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(atleast_1d)
        3    0.000    0.000    0.000    0.000 cpu.py:253(get_ufunc_info)
        2    0.000    0.000    0.000    0.000 model.py:272(build_backend_type)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:21(__enter__)
        1    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
        6    0.000    0.000    0.000    0.000 models.py:450(get_data_type)
        1    0.000    0.000    0.000    0.000 model.py:316(build_backend_type)
        1    0.000    0.000    0.000    0.000 __init__.py:899(_search_paths)
        3    0.000    0.000    0.000    0.000 _methods.py:60(_all)
        8    0.000    0.000    0.000    0.000 functools.py:753(<listcomp>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        9    0.000    0.000    0.000    0.000 npyimpl.py:48(as_values)
        1    0.000    0.000    0.000    0.000 mathdecl.py:44(Math_atan2)
        7    0.000    0.000    0.000    0.000 errors.py:205(highlight)
        1    0.000    0.000    0.000    0.000 threading.py:782(_newname)
        1    0.000    0.000    0.000    0.000 listobject.py:1439(ListIterInstance)
        2    0.000    0.000    0.000    0.000 lowering.py:776(<listcomp>)
        1    0.000    0.000    0.001    0.001 fromnumeric.py:93(take)
        3    0.000    0.000    0.000    0.000 zipfile.py:2372(_next)
        8    0.000    0.000    0.000    0.000 parse.py:103(_noop)
        1    0.000    0.000    0.000    0.000 cparser.py:297(__init__)
        7    0.000    0.000    0.000    0.000 base.py:1114(get_preferred_array_alignment)
        9    0.000    0.000    0.000    0.000 event.py:286(duration)
        1    0.000    0.000    0.000    0.000 serialize.py:167(disable_pickling)
        3    0.000    0.000    0.000    0.000 posixpath.py:131(splitdrive)
        1    0.000    0.000    0.002    0.002 lowering.py:140(return_exception)
        5    0.000    0.000    0.000    0.000 typeof.py:116(_typeof_bool)
        3    0.000    0.000    0.000    0.000 npyimpl.py:85(store_data)
        2    0.000    0.000    0.000    0.000 analysis.py:322(do_prune)
        2    0.000    0.000    0.000    0.000 byteflow.py:629(op_JUMP_FORWARD)
        7    0.000    0.000    0.000    0.000 errors.py:193(code)
        1    0.000    0.000    0.000    0.000 compiler_lock.py:31(__call__)
        6    0.000    0.000    0.000    0.000 models.py:502(inner_models)
        5    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 c_ast.py:485(EllipsisParam)
        1    0.000    0.000    0.000    0.000 templates.py:724(<lambda>)
        3    0.000    0.000    0.000    0.000 utils.py:101(wrapper_setattr)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(where)
        1    0.000    0.000    0.000    0.000 yacc.py:1309(Production)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:198(reshape)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:111(remove)
        1    0.000    0.000    0.000    0.000 mathimpl.py:99(call_fp_intrinsic)
        1    0.000    0.000    0.003    0.003 arrayobj.py:3986(codegen)
        1    0.000    0.000    0.000    0.000 arraydecl.py:656(ArrayFlagsAttribute)
        2    0.000    0.000    0.000    0.000 templates.py:986(get_impl_key)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2162(sum)
        1    0.000    0.000    0.000    0.000 dictobject.py:54(DKIX)
        2    0.000    0.000    0.000    0.000 arraymath.py:4209(generate_xinfo)
        1    0.000    0.000    0.000    0.000 arraymath.py:4270(_corr_conv_Mode)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(reshape)
        1    0.000    0.000    0.000    0.000 multiarray.py:341(where)
        1    0.000    0.000    0.000    0.000 lex.py:558(LexerReflect)
        1    0.000    0.000    0.000    0.000 c_ast.py:307(Cast)
        1    0.000    0.000    0.000    0.000 cpu_options.py:25(__init__)
        5    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
        3    0.000    0.000    0.000    0.000 codegen.py:620(enable_object_caching)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(resize)
        7    0.000    0.000    0.000    0.000 errors.py:199(filename)
        1    0.000    0.000    0.000    0.000 mathdecl.py:10(Math_unary)
        2    0.000    0.000    0.000    0.000 analysis.py:360(prune_by_predicate)
        2    0.000    0.000    0.000    0.000 std.py:1167(_comparable)
        5    0.000    0.000    0.000    0.000 weakref.py:195(get)
        4    0.000    0.000    0.000    0.000 typing.py:1330(<genexpr>)
        1    0.000    0.000    0.000    0.000 numbers.py:1190(int_as_bool)
        3    0.000    0.000    0.000    0.000 typeinfer.py:550(_is_array_not_precise)
        3    0.000    0.000    0.000    0.000 dispatcher.py:754(_callback_add_compiler_timer)
        7    0.000    0.000    0.000    0.000 errors.py:202(indicate)
        1    0.000    0.000    0.000    0.000 utils.py:215(_supports_unicode)
        4    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
        3    0.000    0.000    0.000    0.000 byteflow.py:1435(split_new_block)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(ravel)
        3    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        8    0.000    0.000    0.000    0.000 {built-in method math.floor}
        1    0.000    0.000    0.000    0.000 cmathdecl.py:32(CMath_predicate)
        1    0.000    0.000    0.000    0.000 base.py:575(get_bound_function)
        1    0.000    0.000    0.002    0.002 mathimpl.py:401(pow_impl)
        1    0.000    0.000    0.000    0.000 lex.py:75(PlyLogger)
        6    0.000    0.000    0.000    0.000 models.py:717(inner_models)
        3    0.000    0.000    0.000    0.000 imputils.py:84(lower_setattr_generic)
        2    0.000    0.000    0.000    0.000 ir.py:715(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:886(find_distributions)
        1    0.000    0.000    0.000    0.000 zipfile.py:1018(_read2)
        1    0.000    0.000    0.000    0.000 c_ast.py:674(FuncDef)
        3    0.000    0.000    0.000    0.000 zipfile.py:2375(is_dir)
        3    0.000    0.000    0.000    0.000 zipfile.py:2381(exists)
        3    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 randomdecl.py:207(Numpy_normal)
        1    0.000    0.000    0.004    0.004 __init__.py:354(select)
        3    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        2    0.000    0.000    0.000    0.000 imputils.py:432(impl_ret_borrowed)
        1    0.000    0.000    0.000    0.000 __init__.py:746(__init__)
        2    0.000    0.000    0.000    0.000 codecs.py:186(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method zlib.crc32}
        1    0.000    0.000    0.000    0.000 c_ast.py:849(PtrDecl)
        4    0.000    0.000    0.000    0.000 _collections.py:23(freeze)
        1    0.000    0.000    0.000    0.000 unicode_support.py:609(_PY_CTF_LB)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:35(<listcomp>)
        1    0.000    0.000    0.002    0.002 callconv.py:609(fp_zero_division)
        1    0.000    0.000    0.000    0.000 __init__.py:384(__getattr__)
        3    0.000    0.000    0.000    0.000 imputils.py:158(_decorate_setattr)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 arrayobj.py:763(BooleanArrayIndexer)
        1    0.000    0.000    0.000    0.000 mathdecl.py:136(Math_ldexp)
        1    0.000    0.000    0.000    0.000 yacc.py:109(PlyLogger)
        2    0.000    0.000    0.001    0.001 pythonapi.py:1175(borrow_none)
        1    0.000    0.000    0.002    0.002 lowering.py:602(lower_static_raise)
        1    0.000    0.000    0.000    0.000 __init__.py:960(distributions)
        1    0.000    0.000    0.890    0.890 <__array_function__ internals>:177(savetxt)
        4    0.000    0.000    0.000    0.000 numbers.py:18(_int_arith_flags)
        1    0.000    0.000    0.000    0.000 utils.py:201(_is_utf)
        2    0.000    0.000    0.001    0.000 typing.py:401(__getitem__)
        6    0.000    0.000    0.000    0.000 setdecl.py:177(ConcreteSetOperator)
        3    0.000    0.000    0.000    0.000 byteflow.py:251(_guard_with_as)
        1    0.000    0.000    0.000    0.000 least_squares.py:95(<listcomp>)
        2    0.000    0.000    0.000    0.000 getlimits.py:659(min)
        2    0.000    0.000    0.001    0.000 __init__.py:810(lookup)
        1    0.000    0.000    0.000    0.000 type_check.py:303(iscomplexobj)
        5    0.000    0.000    0.000    0.000 enum.py:801(value)
        1    0.000    0.000    0.000    0.000 arraydecl.py:633(StaticSetItemLiteralRecord)
        1    0.000    0.000    0.000    0.000 c_ast.py:1032(Typename)
        1    0.000    0.000    0.000    0.000 cgutils.py:805(is_scalar_zero)
        1    0.000    0.000    0.000    0.000 ir.py:606(__init__)
        1    0.000    0.000    0.006    0.006 std.py:1152(__exit__)
        1    0.000    0.000    0.000    0.000 randomdecl.py:281(Random_nullary_distribution)
        1    0.000    0.000    0.000    0.000 yacc.py:233(YaccProduction)
        1    0.000    0.000    0.016    0.016 synchronize.py:186(__init__)
        3    0.000    0.000    0.000    0.000 std.py:228(__init__)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(sum)
        1    0.000    0.000    0.000    0.000 mathdecl.py:71(Math_copysign)
        2    0.000    0.000    0.000    0.000 interpreter.py:2535(op_INPLACE_MULTIPLY)
        2    0.000    0.000    0.000    0.000 utils.py:171(__eq__)
        2    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
        3    0.000    0.000    0.000    0.000 rangeobj.py:17(make_range_iterator)
        1    0.000    0.000    0.000    0.000 c_ast.py:30(Node)
        6    0.000    0.000    0.000    0.000 abstract.py:130(unify)
        2    0.000    0.000    0.000    0.000 utils.py:88(__getattr__)
        2    0.000    0.000    0.000    0.000 typing.py:722(__init__)
        1    0.000    0.000    0.000    0.000 randomdecl.py:145(Random_seed)
        4    0.000    0.000    0.000    0.000 options.py:15(<lambda>)
        3    0.000    0.000    0.000    0.000 imputils.py:79(decorate)
        2    0.000    0.000    0.000    0.000 ir.py:721(__str__)
        1    0.000    0.000    0.000    0.000 model.py:264(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:1710(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 mathimpl.py:131(float_impl)
        1    0.000    0.000    0.000    0.000 synchronize.py:210(Condition)
        1    0.000    0.000    0.000    0.000 zipfile.py:698(_get_decompressor)
        4    0.000    0.000    0.000    0.000 typing.py:1333(<genexpr>)
        1    0.000    0.000    0.000    0.000 npyfuncs.py:626(np_real_log_impl)
        1    0.000    0.000    0.000    0.000 std.py:579(<setcomp>)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(atleast_2d)
        1    0.000    0.000    0.000    0.000 zipfile.py:2390(__str__)
        1    0.000    0.000    0.000    0.000 base.py:306(ClassBuilder)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:47(<listcomp>)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:49(<listcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:105(__init__)
        5    0.000    0.000    0.000    0.000 unicode.py:2022(gen_isX)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:68(Cmath_rect)
        2    0.000    0.000    0.000    0.000 containers.py:282(is_types_iterable)
        2    0.000    0.000    0.000    0.000 std.py:1171(__hash__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:29(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:177(Numpy_poisson)
        6    0.000    0.000    0.000    0.000 setdecl.py:189(ConcreteSetComparison)
        1    0.000    0.000    0.000    0.000 yacc.py:1381(MiniProduction)
        1    0.000    0.000    0.000    0.000 registry.py:46(do_register)
        1    0.000    0.000    0.000    0.000 ir.py:744(__str__)
        1    0.000    0.000    0.001    0.001 <__array_function__ internals>:177(triu)
        3    0.000    0.000    0.000    0.000 {method 'from_address' of '_ctypes.PyCArrayType' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        5    0.000    0.000    0.000    0.000 setdecl.py:183(ConcreteInplaceSetOperator)
        4    0.000    0.000    0.000    0.000 cgutils.py:202(_getpointer)
        1    0.000    0.000    0.000    0.000 npyio.py:1485(WriteWrap)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        1    0.000    0.000    0.000    0.000 setobj.py:1160(SetIterInstance)
        1    0.000    0.000    0.000    0.000 ir.py:736(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:24(_module_matches_namespace)
        1    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
        1    0.000    0.000    0.000    0.000 randomdecl.py:286(<listcomp>)
        4    0.000    0.000    0.000    0.000 containers.py:291(<lambda>)
        1    0.000    0.000    0.000    0.000 utils.py:74(__eq__)
        1    0.000    0.000    0.000    0.000 cp437.py:14(decode)
        2    0.000    0.000    0.000    0.000 functools.py:946(__init__)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:70(InlineClosureCallPass)
        1    0.000    0.000    0.000    0.000 randomdecl.py:221(Numpy_gamma)
        2    0.000    0.000    0.000    0.000 controlflow.py:702(<lambda>)
        2    0.000    0.000    0.000    0.000 interpreter.py:2529(op_INPLACE_ADD)
        1    0.000    0.000    0.000    0.000 __init__.py:749(path)
        2    0.000    0.000    0.000    0.000 arraymath.py:2414(np_interp_impl_complex_fp_inner_factory)
        1    0.000    0.000    0.000    0.000 randomdecl.py:126(<listcomp>)
        1    0.000    0.000    0.000    0.000 zipfile.py:900(read)
        1    0.000    0.000    0.000    0.000 builtins.py:182(setitem_cpointer)
        2    0.000    0.000    0.000    0.000 interpreter.py:2670(op_POP_JUMP_IF_TRUE)
        1    0.000    0.000    0.000    0.000 byteflow.py:799(op_STORE_SUBSCR)
        2    0.000    0.000    0.000    0.000 ir_utils.py:448(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:794(zip_children)
        2    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 threading.py:1301(_make_invoke_excepthook)
        2    0.000    0.000    0.000    0.000 listobject.py:689(_gen_getitem)
        1    0.000    0.000    0.000    0.000 util.py:182(Finalize)
        4    0.000    0.000    0.000    0.000 templates.py:174(generic)
        2    0.000    0.000    0.000    0.000 types.py:281(_format_double)
        2    0.000    0.000    0.000    0.000 getlimits.py:563(tiny)
        1    0.000    0.000    0.000    0.000 typing.py:1147(copy_with)
        1    0.000    0.000    0.000    0.000 randomdecl.py:95(Random_getrandbits)
        1    0.000    0.000    0.000    0.000 randomdecl.py:264(Random_unary_distribution)
        3    0.000    0.000    0.000    0.000 dispatcher.py:166(_get_implementation)
        1    0.000    0.000    0.000    0.000 _base.py:1301(isspmatrix)
        1    0.000    0.000    0.000    0.000 __init__.py:577(_discover_resolvers)
        3    0.000    0.000    0.000    0.000 {built-in method numpy.promote_types}
        1    0.000    0.000    0.000    0.000 randomdecl.py:296(<listcomp>)
        1    0.000    0.000    0.000    0.000 synchronize.py:90(_make_methods)
        5    0.000    0.000    0.000    0.000 interpreter.py:1634(code_freevars)
        1    0.000    0.000    0.000    0.000 _datasource.py:431(exists)
        1    0.000    0.000    0.000    0.000 py3k.py:44(asstr)
        2    0.000    0.000    0.000    0.000 functools.py:853(<lambda>)
        2    0.000    0.000    0.000    0.000 {method 'cache_clear' of 'functools._lru_cache_wrapper' objects}
        4    0.000    0.000    0.000    0.000 arraymath.py:1120(nan_min_max_factory)
        1    0.000    0.000    0.000    0.000 randomdecl.py:124(Random_randint)
        2    0.000    0.000    0.000    0.000 npytypes.py:496(box_type)
        1    0.000    0.000    0.000    0.000 api.py:293(cast)
        1    0.000    0.000    0.000    0.000 boxing.py:627(_NumbaTypeHelper)
        3    0.000    0.000    0.000    0.000 caching.py:82(load_overload)
        3    0.000    0.000    0.000    0.000 cpu_options.py:147(is_never_inline)
        2    0.000    0.000    0.000    0.000 types.py:343(format_constant)
        1    0.000    0.000    0.000    0.000 __init__.py:57(find_spec)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 typeinfer.py:770(__init__)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(iscomplexobj)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:262(__subclasshook__)
        6    0.000    0.000    0.000    0.000 npdatetime.py:665(_create_datetime_comparison_impl)
        1    0.000    0.000    0.000    0.000 ir_utils.py:368(replace_vars_stmt)
        1    0.000    0.000    0.000    0.000 core.py:6425(isMaskedArray)
        1    0.000    0.000    0.000    0.000 zipfile.py:717(__init__)
        4    0.000    0.000    0.000    0.000 arraymath.py:4639(window_generator)
        1    0.000    0.000    0.000    0.000 randomdecl.py:141(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:273(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_pointer_type}
        2    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 randomdecl.py:130(<listcomp>)
        1    0.000    0.000    0.000    0.000 random.py:119(__init__)
        4    0.000    0.000    0.000    0.000 inspect.py:3003(return_annotation)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:286(InlineWorker)
        1    0.000    0.000    0.000    0.000 ufunc_db.py:26(get_ufuncs)
        1    0.000    0.000    0.000    0.000 registry.py:39(register)
        1    0.000    0.000    0.000    0.000 model.py:335(force_the_name)
        3    0.000    0.000    0.000    0.000 zipfile.py:1527(<lambda>)
        3    0.000    0.000    0.000    0.000 __init__.py:579(__missing__)
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 randomdecl.py:198(Numpy_hypergeometric)
        1    0.000    0.000    0.000    0.000 randomdecl.py:297(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend._get_common_types}
        3    0.000    0.000    0.000    0.000 dispatcher.py:169(_customize_flags)
        1    0.000    0.000    0.000    0.000 context.py:237(get_context)
        1    0.000    0.000    0.000    0.000 _datasource.py:256(__del__)
        1    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.dtype' objects}
        1    0.000    0.000    0.000    0.000 threading.py:1198(daemon)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        1    0.000    0.000    0.000    0.000 c_ast.py:167(ArrayDecl)
        1    0.000    0.000    0.000    0.000 c_ast.py:428(DeclList)
        4    0.000    0.000    0.000    0.000 types.py:448(__len__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1817(__del__)
        1    0.000    0.000    0.000    0.000 warnings.py:403(__init__)
        2    0.000    0.000    0.000    0.000 <frozen zipimport>:362(_is_dir)
        1    0.000    0.000    0.000    0.000 randomdecl.py:99(Random_random)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_void_type}
        3    0.000    0.000    0.000    0.000 caching.py:85(save_overload)
        4    0.000    0.000    0.000    0.000 abstract.py:139(can_convert_to)
        1    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 inspect.py:3007(replace)
        1    0.000    0.000    0.000    0.000 context.py:124(meminfo_alloc_aligned)
        2    0.000    0.000    0.000    0.000 unicode.py:2129(_gen_unicode_upper_or_lower)
        1    0.000    0.000    0.000    0.000 randomdecl.py:170(<listcomp>)
        2    0.000    0.000    0.000    0.000 sre_parse.py:163(__delitem__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 randomdecl.py:155(Numpy_geometric)
        2    0.000    0.000    0.000    0.000 function_base.py:1795(_trim_zeros)
        2    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
        1    0.000    0.000    0.000    0.000 linalg.py:54(ensure_blas)
        1    0.000    0.000    0.000    0.000 randomdecl.py:131(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:191(<listcomp>)
        1    0.000    0.000    0.000    0.000 lex.py:115(Lexer)
        1    0.000    0.000    0.000    0.000 _datasource.py:149(__getitem__)
        2    0.000    0.000    0.000    0.000 zipfile.py:663(_check_compression)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.000    0.000 arrayobj.py:571(Indexer)
        1    0.000    0.000    0.000    0.000 plyparser.py:34(PLYParser)
        1    0.000    0.000    0.000    0.000 randomdecl.py:159(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:200(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:241(Random_binary_distribution)
        1    0.000    0.000    0.000    0.000 std.py:100(<listcomp>)
        1    0.000    0.000    0.000    0.000 std.py:1161(__del__)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:597(_transpose_dispatcher)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(shape)
        3    0.000    0.000    0.000    0.000 __init__.py:1307(disable)
        4    0.000    0.000    0.000    0.000 npdatetime.py:408(_create_timedelta_ordering_impl)
        2    0.000    0.000    0.000    0.000 unicode.py:2152(_gen_ascii_upper_or_lower)
        1    0.000    0.000    0.000    0.000 randomdecl.py:231(Random_ternary_distribution)
        1    0.000    0.000    0.000    0.000 yacc.py:1971(LRTable)
        3    0.000    0.000    0.000    0.000 codegen.py:546(codegen)
        1    0.000    0.000    0.000    0.000 static_raise.py:20(_break_constant)
        1    0.000    0.000    0.000    0.000 interpreter.py:2520(op_BINARY_AND)
        1    0.000    0.000    0.000    0.000 models.py:1243(handle_bound_function)
        3    0.000    0.000    0.000    0.000 imputils.py:71(lower_setattr)
        1    0.000    0.000    0.000    0.000 __init__.py:1037(__setitem__)
        1    0.000    0.000    0.000    0.000 listobject.py:54(ListModel)
        1    0.000    0.000    0.000    0.000 randomdecl.py:179(<listcomp>)
        1    0.000    0.000    0.000    0.000 arraydecl.py:648(ArrayCTypesAttribute)
        1    0.000    0.000    0.000    0.000 util.py:368(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 static_raise.py:17(_is_exception_type)
        1    0.000    0.000    0.000    0.000 scalars.py:56(maxval)
        1    0.000    0.000    0.000    0.000 helper.py:161(_workers)
        1    0.000    0.000    0.000    0.000 _datasource.py:280(_splitzipext)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 typedlist.py:39(_Sequence)
        1    0.000    0.000    0.000    0.000 arraydecl.py:670(NestedArrayAttribute)
        1    0.000    0.000    0.000    0.000 c_ast.py:189(ArrayRef)
        2    0.000    0.000    0.000    0.000 base.py:332(nonconst_module_attrs)
        3    0.000    0.000    0.000    0.000 imputils.py:231(iterator_impl)
        2    0.000    0.000    0.000    0.000 values.py:899(alignstack)
        1    0.000    0.000    0.000    0.000 iostream.py:304(fileno)
        1    0.000    0.000    0.000    0.000 zipfile.py:749(close)
        1    0.000    0.000    0.000    0.000 zipfile.py:895(readable)
        4    0.000    0.000    0.000    0.000 typing.py:2018(overload)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:1333(RewriteArrayOfConsts)
        4    0.000    0.000    0.000    0.000 cmathimpl.py:90(intrinsic_complex_unary)
        1    0.000    0.000    0.000    0.000 numbers.py:197(_get_power_zerodiv_return)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:70(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:190(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:233(<listcomp>)
